basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	scientificName	scientificNameID	id	dataset_id	node_id	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	37246	SOMBASE Pycnogonids	-35.4500007629	23.4899997711	BAS	Achelia brevicauda	urn:lsid:marinespecies.org:taxname:240179	ec41ecec-e82e-4d20-be21-3494091a3c7c	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia brevicauda	2	1065	1274	1302	1358	379601	379608	1562	134568	240179	240179	Achelia brevicauda	['NO_DEPTH']	1798	149036	21.47	35.43
